symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,power_to_weight,make_price_ratio,horsepower_binned,price_binned
0,161.0,peugeot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,16630.0,0.031544715447154474,1.0736588801502522,potencia media,gama media
0,161.0,peugeot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,17950.0,0.02921279212792128,1.158880150252377,potencia media,gama media
0,161.0,peugeot,gas,turbo,four,sedan,rwd,front,108.0,186.7,68.3,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,18,24,18150.0,0.04536741214057508,1.171792463904214,potencia media,gama media
1,119.0,plymouth,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,37,41,5572.0,0.035453597497393116,0.6996986222732491,potencia baja,gama baja
1,119.0,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,0.047932330827067667,0.9991927382319173,potencia media,gama baja
1,154.0,plymouth,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6229.0,0.03457041179461108,0.7822007749712974,potencia baja,gama baja
1,154.0,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,0.03418803418803419,0.8403415614236509,potencia baja,gama baja
1,154.0,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,0.031036056595162027,0.9554929678530425,potencia baja,gama baja
-1,74.0,plymouth,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,24,30,8921.0,0.03471400394477318,1.1202461251435132,potencia baja,gama baja
3,122.0,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,12764.0,0.05145493257629524,1.6028272101033294,potencia media,gama media
3,186.0,porsche,gas,std,two,hatchback,rwd,front,94.5,168.9,68.3,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,19,27,22018.0,0.05147588192944565,0.7931034507600473,potencia media,gama media
3,122.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,32528.0,0.07510885341074021,1.1716808541340185,potencia alta,gama alta
3,122.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,34028.0,0.07510885341074021,1.2257118822083244,potencia alta,gama alta
3,122.0,porsche,gas,std,two,convertible,rwd,rear,89.5,168.9,65.0,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,37028.0,0.07392857142857143,1.3337739383569365,potencia alta,gama alta
1,122.0,porsche,gas,std,two,hatchback,rwd,front,98.4,175.7,72.3,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288.0,5750.0,17,28,13207.13,0.0855614973262032,0.47572987454067317,potencia alta,gama media
0,122.0,renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.26,5125.37,23,31,9295.0,0.04042652190771617,0.9687337154768109,potencia media,gama baja
2,122.0,renault,gas,std,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.26,5125.37,23,31,9895.0,0.04238211382113821,1.0312662845231892,potencia media,gama baja
3,150.0,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,21,28,11850.0,0.04138449962377728,0.7784103350120429,potencia media,gama media
2,104.0,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,0.04081632653061224,0.7994306984891614,potencia media,gama media
3,150.0,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,0.04063538973032878,0.9879570834245676,potencia media,gama media
2,104.0,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,0.03988397389412618,1.0188307422815852,potencia media,gama media
3,150.0,saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,0.05698005698005698,1.1922487409678124,potencia alta,gama media
2,104.0,saab,gas,turbo,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,0.056199508254302775,1.2231223998248302,potencia alta,gama media
2,83.0,subaru,gas,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,0.033658536585365856,0.5992097175471974,potencia baja,gama baja
2,83.0,subaru,gas,std,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,0.03443396226415094,0.8257573540172691,potencia baja,gama baja
2,83.0,subaru,gas,std,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,0.032589285714285716,0.890150739060442,potencia baja,gama baja
0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,0.03822843822843823,0.8343041123957267,potencia baja,gama baja
0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,0.03744292237442922,0.9102883067466706,potencia baja,gama baja
0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,0.040170940170940174,1.1661056636909117,potencia media,gama baja
0,102.0,subaru,gas,std,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,0.034381551362683435,1.080989316552027,potencia baja,gama baja
0,102.0,subaru,gas,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,0.044223107569721115,1.3181911312746963,potencia media,gama media
0,89.0,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,0.03580786026200873,0.8737596955949071,potencia baja,gama baja
0,89.0,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,0.038289205702647655,1.193970437582321,potencia media,gama media
0,85.0,subaru,gas,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,0.033884297520661154,0.9381530806380799,potencia baja,gama baja
0,85.0,subaru,gas,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,0.04188679245283019,1.3691204448997512,potencia media,gama media
1,87.0,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,0.031234256926952142,0.5409772843658526,potencia baja,gama baja
1,87.0,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,0.030392156862745098,0.641120798113458,potencia baja,gama baja
1,74.0,toyota,gas,std,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,0.03076923076923077,0.6562940577721862,potencia baja,gama baja
0,77.0,toyota,gas,std,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,0.027192982456140352,0.69979073546054,potencia baja,gama baja
0,81.0,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,0.027074235807860263,0.7989226985642303,potencia baja,gama baja
0,91.0,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,0.019935691318327974,0.8879391552287685,potencia baja,gama baja
0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,0.03363767419509851,0.7018138367483705,potencia baja,gama baja
0,91.0,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,0.03319108582266477,0.7281141534901658,potencia baja,gama baja
0,91.0,toyota,diesel,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,0.024615384615384615,0.7989226985642303,potencia baja,gama baja
0,91.0,toyota,diesel,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,0.024615384615384615,0.787795641481163,potencia baja,gama baja
0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,0.033428844317096466,0.782737888261587,potencia baja,gama baja
0,91.0,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,0.03298774740810556,0.8454540281843298,potencia baja,gama baja
0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,0.03271028037383177,0.9364935861366984,potencia baja,gama baja
1,168.0,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,0.03227293683725219,0.8151075088668737,potencia baja,gama baja
1,168.0,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,0.03176043557168784,0.8333154204573473,potencia baja,gama baja
1,168.0,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,0.04944812362030905,0.9405397887123592,potencia media,gama baja
1,168.0,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,0.04869565217391304,0.9648170041663242,potencia media,gama baja
2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,0.04566929133858268,0.8546591390439582,potencia media,gama baja
2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,0.04574132492113565,0.9750336656698678,potencia media,gama baja
2,134.0,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,0.04547236377891023,1.0104379382069,potencia media,gama baja
2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,0.04329973870847331,1.13283556612064,potencia media,gama media
2,134.0,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,0.04274134119380987,1.1682398386576722,potencia media,gama media
2,134.0,toyota,gas,std,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,0.038991596638655465,1.787308832733779,potencia media,gama media
-1,65.0,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,0.03955288048151333,0.9051355161753271,potencia media,gama baja
-1,65.0,toyota,diesel,turbo,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,0.02943548387096774,1.0821568788604883,potencia baja,gama media
-1,65.0,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,0.03811101905550953,1.0103367831425085,potencia media,gama baja
-1,65.0,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,0.03811101905550953,1.1023878917387924,potencia media,gama media
-1,65.0,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,0.03742880390561432,1.1377921642758246,potencia media,gama media
3,197.0,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,0.0540994623655914,1.6749255561947993,potencia alta,gama media
3,197.0,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,0.05338196286472149,1.6182787201355477,potencia alta,gama media
-1,90.0,toyota,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,0.049824337272436924,1.5871229603029595,potencia alta,gama media
-1,122.0,toyota,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,0.04950809266899397,1.5931922641664507,potencia alta,gama media
2,122.0,volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,0.022998673153471916,0.7715207144629125,potencia baja,gama baja
2,122.0,volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,0.03847894975101856,0.7913669064748201,potencia baja,gama baja
2,94.0,volkswagen,diesel,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,0.022968197879858657,0.7933515256760109,potencia baja,gama baja
2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,0.03842676311030741,0.8131977176879186,potencia baja,gama baja
2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,0.03736263736263736,0.8429670057057802,potencia baja,gama baja
2,94.0,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,0.029322984044846918,0.9421979657653188,potencia baja,gama baja
2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,0.043478260869565216,0.9918134457950881,potencia media,gama baja
3,122.0,volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,0.03992901508429459,1.1505829818903497,potencia baja,gama media
3,256.0,volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,0.040522287257991896,0.990324981394195,potencia baja,gama baja
0,122.0,volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,0.04133784291619692,1.3192756139915653,potencia media,gama media
0,122.0,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,0.026366808840635907,1.3738526420243116,potencia baja,gama media
0,122.0,volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,0.034334763948497854,1.2195484991317291,potencia baja,gama media
-2,103.0,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,0.03914835164835165,0.7163743425853695,potencia media,gama media
-1,74.0,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,0.037574159525379035,0.7426709278039205,potencia media,gama media
-2,103.0,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,0.03884156729131175,0.8849492941442915,potencia media,gama media
-1,74.0,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,0.03747534516765286,0.9142907471249905,potencia media,gama media
-2,103.0,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,0.053201970443349754,1.01975389415939,potencia alta,gama media
-1,74.0,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,0.05131453911941717,1.049095347140089,potencia alta,gama media
-1,95.0,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,0.03861788617886179,0.9325599536978786,potencia media,gama media
-1,95.0,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,0.05247622171203673,1.054354664183799,potencia alta,gama media
-1,95.0,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,0.04448871181938911,1.189436070359093,potencia media,gama media
-1,95.0,volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,0.032949953372707494,1.243966883917562,potencia media,gama media
-1,95.0,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,0.037230568256041804,1.2525478748836154,potencia media,gama media
